A79849
A79851
A79863
A99244
AB000604	BAA75824	gb|AB000604:4-1128	BAA75825	(gb|AB000604:4-731, 960)	BAA75826	gb|AB000604:709-1128
AB000605	BAA75827	gb|AB000605:4-1128	BAA75828	(gb|AB000605:4-731, 960)	BAA75829	gb|AB000605:709-1128
AB000606	BAA75830	gb|AB000606:4-1128	BAA75831	(gb|AB000606:4-731, 960)	BAA75832	gb|AB000606:709-1128
AB000607	BAA75833	gb|AB000607:4-1128	BAA75834	(gb|AB000607:4-731, 960)	BAA75835	gb|AB000607:709-1128
AB000608	BAA75836	gb|AB000608:4-1128	BAA75837	(gb|AB000608:4-731, 960)	BAA75838	gb|AB000608:709-1128
AB000609	BAA75839	gb|AB000609:4-1128	BAA75840	(gb|AB000609:4-731, 960)	BAA75841	gb|AB000609:709-1128
AB000610	BAA75842	gb|AB000610:4-1128	BAA75843	(gb|AB000610:4-731, 960)	BAA75844	gb|AB000610:709-1128
AB000611	BAA75845	gb|AB000611:4-1128	BAA75846	(gb|AB000611:4-731, 960)	BAA75847	gb|AB000611:709-1128
AB000612	BAA75848	gb|AB000612:5-1129	BAA75849	(gb|AB000612:5-732, 961)	BAA75850	gb|AB000612:710-1129
AB000613	BAA75851	gb|AB000613:4-1128	BAA75852	(gb|AB000613:4-731, 960)	BAA75853	gb|AB000613:709-1128
AB000614	BAA75854	gb|AB000614:4-1128	BAA75855	(gb|AB000614:4-731, 960)	BAA75856	gb|AB000614:709-1128
AB000720	BAA75857	gb|AB000720:4-1128	BAA75858	(gb|AB000720:4-731, 960)	BAA75859	gb|AB000720:709-1128
AB000721	BAA75860	gb|AB000721:5-1129	BAA75861	(gb|AB000721:5-732, 961)	BAA75862	gb|AB000721:710-1129
AB000722	BAA75863	gb|AB000722:4-1128	BAA75864	(gb|AB000722:4-731, 960)	BAA75865	gb|AB000722:709-1128
AB000723	BAA75866	gb|AB000723:4-1128	BAA75867	(gb|AB000723:4-731, 960)	BAA75868	gb|AB000723:709-1128
AB000724	BAA75869	gb|AB000724:4-1128	BAA75870	(gb|AB000724:4-731, 960)	BAA75871	gb|AB000724:709-1128
AB000725	BAA75872	gb|AB000725:4-1128	BAA75873	(gb|AB000725:4-731, 960)	BAA75874	gb|AB000725:709-1128
AB000726	BAA75875	gb|AB000726:5-1129	BAA75876	(gb|AB000726:5-732, 961)	BAA75877	gb|AB000726:710-1129
AB000727	BAA75878	gb|AB000727:5-1129	BAA75879	(gb|AB000727:5-732, 961)	BAA75880	gb|AB000727:710-1129
AB000728	BAA75881	gb|AB000728:4-1128	BAA75882	(gb|AB000728:4-731, 960)	BAA75883	gb|AB000728:709-1128
AB002469	BAA19602	(gb|AB002469:23-209, 523-884)	BAA19603	gb|AB002469:23-763
AB013806	BAA77284	gb|AB013806:<1->710
EU597995	ACC60644	(gb|EU597995:1-26, 715-982)	ACC60645	gb|EU597995:1-759
EU597996	ACC60646	(gb|EU597996:1-26, 715-982)	ACC60647	gb|EU597996:1-759
EU597997	ACC60648	(gb|EU597997:1-26, 715-982)	ACC60649	gb|EU597997:1-759
EU597998	ACC60650	(gb|EU597998:1-26, 715-982)	ACC60651	gb|EU597998:1-759
EU597999	ACC60652	(gb|EU597999:1-26, 715-982)	ACC60653	gb|EU597999:1-759
EU598000	ACC60654	(gb|EU598000:1-26, 715-982)	ACC60655	gb|EU598000:1-759
EU598001	ACC60656	(gb|EU598001:1-26, 715-982)	ACC60657	gb|EU598001:1-759
EU598002	ACC60658	(gb|EU598002:1-26, 715-982)	ACC60659	gb|EU598002:1-759
EU598003	ACC60660	(gb|EU598003:1-26, 715-982)	ACC60661	gb|EU598003:1-759
EU598004	ACC60662	(gb|EU598004:1-26, 715-982)	ACC60663	gb|EU598004:1-759
EU598005	ACC60664	(gb|EU598005:1-26, 715-982)	ACC60665	gb|EU598005:1-759
EU598006	ACC60666	(gb|EU598006:1-26, 715-982)	ACC60667	gb|EU598006:1-759
EU598007	ACC60668	(gb|EU598007:1-26, 715-982)	ACC60669	gb|EU598007:1-759
EU598008	ACC60670	(gb|EU598008:1-26, 715-982)	ACC60671	gb|EU598008:1-759
EU598009	ACC60672	(gb|EU598009:1-26, 715-982)	ACC60673	gb|EU598009:1-759
EU598010	ACC60674	(gb|EU598010:1-26, 715-982)	ACC60675	gb|EU598010:1-759
EU598011	ACC60676	(gb|EU598011:1-26, 715-982)	ACC60677	gb|EU598011:1-759
EU598012	ACC60678	(gb|EU598012:1-26, 715-982)	ACC60679	gb|EU598012:1-759
EU598013	ACC60680	(gb|EU598013:1-26, 715-982)	ACC60681	gb|EU598013:1-759
EU598014	ACC60682	(gb|EU598014:1-26, 715-982)	ACC60683	gb|EU598014:1-759
EU598015	ACC60684	(gb|EU598015:1-26, 715-982)	ACC60685	gb|EU598015:1-759
EU598016	ACC60686	(gb|EU598016:1-26, 715-982)	ACC60687	gb|EU598016:1-759
EU598017	ACC60688	(gb|EU598017:1-26, 715-982)	ACC60689	gb|EU598017:1-759
EU598018	ACC60690	(gb|EU598018:1-26, 715-982)	ACC60691	gb|EU598018:1-759
EU598019	ACC60692	(gb|EU598019:1-26, 715-982)	ACC60693	gb|EU598019:1-759
EU598020	ACC60694	(gb|EU598020:1-26, 715-982)	ACC60695	gb|EU598020:1-759
EU598021	ACC60696	(gb|EU598021:1-26, 715-982)	ACC60697	gb|EU598021:1-759
EU598022	ACC60698	(gb|EU598022:1-26, 715-982)	ACC60699	gb|EU598022:1-759
EU598023	ACC60700	(gb|EU598023:1-26, 715-982)	ACC60701	gb|EU598023:1-759
EU598024	ACC60702	(gb|EU598024:1-26, 715-982)	ACC60703	gb|EU598024:1-759
EU598025	ACC60704	(gb|EU598025:1-26, 715-982)	ACC60705	gb|EU598025:1-759
EU598026	ACC60706	(gb|EU598026:1-26, 715-982)	ACC60707	gb|EU598026:1-759
EU598027	ACC60708	(gb|EU598027:1-26, 715-982)	ACC60709	gb|EU598027:1-759
EU598028	ACC60710	(gb|EU598028:1-26, 715-982)	ACC60711	gb|EU598028:1-759
EU598029	ACC60712	(gb|EU598029:1-26, 715-982)	ACC60713	gb|EU598029:1-759
EU598030	ACC60714	(gb|EU598030:1-26, 715-982)	ACC60715	gb|EU598030:1-759
EU598031	ACC60716	(gb|EU598031:1-26, 715-982)	ACC60717	gb|EU598031:1-759
EU598032	ACC60718	(gb|EU598032:1-26, 715-982)	ACC60719	gb|EU598032:1-759
EU598033	ACC60720	(gb|EU598033:1-26, 715-982)	ACC60721	gb|EU598033:1-759
EU598034	ACC60722	(gb|EU598034:1-26, 715-982)	ACC60723	gb|EU598034:1-759
EU598035	ACC60724	(gb|EU598035:1-26, 715-982)	ACC60725	gb|EU598035:1-759
EU598036	ACC60726	(gb|EU598036:1-26, 715-982)	ACC60727	gb|EU598036:1-759
EU598037	ACC60728	(gb|EU598037:1-26, 715-982)	ACC60729	gb|EU598037:1-759
EU598038	ACC60730	(gb|EU598038:1-26, 715-982)	ACC60731	gb|EU598038:1-759
EU598039	ACC60732	(gb|EU598039:1-26, 715-982)	ACC60733	gb|EU598039:1-759
EU598040	ACC60734	(gb|EU598040:1-26, 715-982)	ACC60735	gb|EU598040:1-759
EU598041	ACC60736	(gb|EU598041:1-26, 715-982)	ACC60737	gb|EU598041:1-759
EU598042	ACC60738	(gb|EU598042:1-26, 715-982)	ACC60739	gb|EU598042:1-759
EU598043	ACC60740	(gb|EU598043:1-26, 715-982)	ACC60741	gb|EU598043:1-759
EU598044	ACC60742	(gb|EU598044:1-26, 715-982)	ACC60743	gb|EU598044:1-759
EU598045	ACC60744	(gb|EU598045:1-26, 715-982)	ACC60745	gb|EU598045:1-759
EU598046	ACC60746	(gb|EU598046:1-26, 715-982)	ACC60747	gb|EU598046:1-759
EU598047	ACC60748	(gb|EU598047:1-26, 715-982)	ACC60749	gb|EU598047:1-759
EU598048	ACC60750	(gb|EU598048:1-26, 715-982)	ACC60751	gb|EU598048:1-759
EU598049	ACC60752	(gb|EU598049:1-26, 715-982)	ACC60753	gb|EU598049:1-759
EU598050	ACC60754	(gb|EU598050:1-26, 715-982)	ACC60755	gb|EU598050:1-759
EU598051	ACC60756	(gb|EU598051:1-26, 715-982)	ACC60757	gb|EU598051:1-759
EU598052	ACC60758	(gb|EU598052:1-26, 715-982)	ACC60759	gb|EU598052:1-759
EU598053	ACC60760	(gb|EU598053:1-26, 715-982)	ACC60761	gb|EU598053:1-759
EU598054	ACC60762	(gb|EU598054:1-26, 715-982)	ACC60763	gb|EU598054:1-759
EU598055	ACC60764	(gb|EU598055:1-26, 715-982)	ACC60765	gb|EU598055:1-759
EU598056	ACC60766	(gb|EU598056:1-26, 715-982)	ACC60767	gb|EU598056:1-759
EU598057	ACC60768	(gb|EU598057:1-26, 715-982)	ACC60769	gb|EU598057:1-759
EU598058	ACC60770	(gb|EU598058:1-26, 715-982)	ACC60771	gb|EU598058:1-759
EU598059	ACC60772	(gb|EU598059:1-26, 715-982)	ACC60773	gb|EU598059:1-759
EU598060	ACC60774	(gb|EU598060:1-26, 715-982)	ACC60775	gb|EU598060:1-759
EU598061	ACC60776	(gb|EU598061:1-26, 715-982)	ACC60777	gb|EU598061:1-759
EU598062	ACC60778	(gb|EU598062:1-26, 715-982)	ACC60779	gb|EU598062:1-759
EU598063	ACC60780	(gb|EU598063:1-26, 715-982)	ACC60781	gb|EU598063:1-759
EU598064	ACC60782	(gb|EU598064:1-26, 715-982)	ACC60783	gb|EU598064:1-759
EU598065	ACC60784	(gb|EU598065:1-26, 715-982)	ACC60785	gb|EU598065:1-759
EU598066	ACC60786	(gb|EU598066:1-26, 715-982)	ACC60787	gb|EU598066:1-759
EU598067	ACC60788	(gb|EU598067:1-26, 715-982)	ACC60789	gb|EU598067:1-759
EU598068	ACC60790	(gb|EU598068:1-26, 715-982)	ACC60791	gb|EU598068:1-759
EU598069	ACC60792	(gb|EU598069:1-26, 715-982)	ACC60793	gb|EU598069:1-759
EU598070	ACC60794	(gb|EU598070:1-26, 715-982)	ACC60795	gb|EU598070:1-759
EU598071	ACC60796	(gb|EU598071:1-26, 715-982)	ACC60797	gb|EU598071:1-759
EU598072	ACC60798	(gb|EU598072:1-26, 715-982)	ACC60799	gb|EU598072:1-759
EU598073	ACC60800	(gb|EU598073:1-26, 715-982)	ACC60801	gb|EU598073:1-759
EU598074	ACC60802	(gb|EU598074:1-26, 715-982)	ACC60803	gb|EU598074:1-759
EU598075	ACC60804	(gb|EU598075:1-26, 715-982)	ACC60805	gb|EU598075:1-759
EU598076	ACC60806	(gb|EU598076:1-26, 715-982)	ACC60807	gb|EU598076:1-759
EU598077	ACC60808	(gb|EU598077:1-26, 715-982)	ACC60809	gb|EU598077:1-759
EU598078	ACC60810	(gb|EU598078:1-26, 715-982)	ACC60811	gb|EU598078:1-759
EU598079	ACC60812	(gb|EU598079:1-26, 715-982)	ACC60813	gb|EU598079:1-759
EU598080	ACC60814	(gb|EU598080:1-26, 715-982)	ACC60815	gb|EU598080:1-759
EU598081	ACC60816	(gb|EU598081:1-26, 715-982)	ACC60817	gb|EU598081:1-759
EU598082	ACC60818	(gb|EU598082:1-26, 715-982)	ACC60819	gb|EU598082:1-759
EU598083	ACC60820	(gb|EU598083:1-26, 715-982)	ACC60821	gb|EU598083:1-759
EU598084	ACC60822	(gb|EU598084:1-26, 715-982)	ACC60823	gb|EU598084:1-759
EU598085	ACC60824	(gb|EU598085:1-26, 715-982)	ACC60825	gb|EU598085:1-759
EU598086	ACC60826	(gb|EU598086:1-26, 715-982)	ACC60827	gb|EU598086:1-759
EU598087	ACC60828	(gb|EU598087:1-26, 715-982)	ACC60829	gb|EU598087:1-759
EU598088	ACC60830	(gb|EU598088:1-26, 715-982)	ACC60831	gb|EU598088:1-759
EU598089	ACC60832	(gb|EU598089:1-26, 715-982)	ACC60833	gb|EU598089:1-759
EU598090	ACC60834	(gb|EU598090:1-26, 715-982)	ACC60835	gb|EU598090:1-759
EU598091	ACC60836	(gb|EU598091:1-26, 715-982)	ACC60837	gb|EU598091:1-759
EU598092	ACC60838	(gb|EU598092:1-26, 715-982)	ACC60839	gb|EU598092:1-759
EU598093	ACC60840	(gb|EU598093:1-26, 715-982)	ACC60841	gb|EU598093:1-759
EU598094	ACC60842	(gb|EU598094:1-26, 715-982)	ACC60843	gb|EU598094:1-759
EU598095	ACC60844	(gb|EU598095:1-26, 715-982)	ACC60845	gb|EU598095:1-759
EU598096	ACC60846	(gb|EU598096:1-26, 715-982)	ACC60847	gb|EU598096:1-759
EU598097	ACC60848	(gb|EU598097:1-26, 715-982)	ACC60849	gb|EU598097:1-759
EU598098	ACC60850	(gb|EU598098:1-26, 715-982)	ACC60851	gb|EU598098:1-759
EU598099	ACC60852	(gb|EU598099:1-26, 715-982)	ACC60853	gb|EU598099:1-759
EU598100	ACC60854	(gb|EU598100:1-26, 715-982)	ACC60855	gb|EU598100:1-759
EU598101	ACC60856	(gb|EU598101:1-26, 715-982)	ACC60857	gb|EU598101:1-759
EU598102	ACC60858	(gb|EU598102:1-26, 715-982)	ACC60859	gb|EU598102:1-759
EU598103	ACC60860	(gb|EU598103:1-26, 715-982)	ACC60861	gb|EU598103:1-759
EU598104	ACC60862	(gb|EU598104:1-26, 715-982)	ACC60863	gb|EU598104:1-759
EU598105	ACC60864	(gb|EU598105:1-26, 715-982)	ACC60865	gb|EU598105:1-759
EU598106	ACC60866	(gb|EU598106:1-26, 715-982)	ACC60867	gb|EU598106:1-759
EU598107	ACC60868	(gb|EU598107:1-26, 715-982)	ACC60869	gb|EU598107:1-759
EU598108	ACC60870	(gb|EU598108:1-26, 715-982)	ACC60871	gb|EU598108:1-759
EU598109	ACC60872	(gb|EU598109:1-26, 715-982)	ACC60873	gb|EU598109:1-759
EU598110	ACC60874	(gb|EU598110:1-26, 715-982)	ACC60875	gb|EU598110:1-759
EU598111	ACC60876	(gb|EU598111:1-26, 715-982)	ACC60877	gb|EU598111:1-759
EU598112	ACC60878	(gb|EU598112:1-26, 715-982)	ACC60879	gb|EU598112:1-759
EU598113	ACC60880	(gb|EU598113:1-26, 715-982)	ACC60881	gb|EU598113:1-759
EU598114	ACC60882	(gb|EU598114:1-26, 715-982)	ACC60883	gb|EU598114:1-759
EU598115	ACC60884	(gb|EU598115:1-26, 715-982)	ACC60885	gb|EU598115:1-759
EU598116	ACC60886	(gb|EU598116:1-26, 715-982)	ACC60887	gb|EU598116:1-759
EU598117	ACC60888	(gb|EU598117:1-26, 715-982)	ACC60889	gb|EU598117:1-759
EU598118	ACC60890	(gb|EU598118:1-26, 715-982)	ACC60891	gb|EU598118:1-759
EU598119	ACC60892	(gb|EU598119:1-26, 715-982)	ACC60893	gb|EU598119:1-759
EU598120	ACC60894	(gb|EU598120:1-26, 715-982)	ACC60895	gb|EU598120:1-759
EU598121	ACC60896	(gb|EU598121:1-26, 715-982)	ACC60897	gb|EU598121:1-759
EU598122	ACC60898	(gb|EU598122:1-26, 715-982)	ACC60899	gb|EU598122:1-759
EU598123	ACC60900	(gb|EU598123:1-26, 715-982)	ACC60901	gb|EU598123:1-759
EU598124	ACC60902	(gb|EU598124:1-26, 715-982)	ACC60903	gb|EU598124:1-759
EU598125	ACC60904	(gb|EU598125:1-26, 715-982)	ACC60905	gb|EU598125:1-759
EU598126	ACC60906	(gb|EU598126:1-26, 715-982)	ACC60907	gb|EU598126:1-759
EU598127	ACC60908	(gb|EU598127:1-26, 715-982)	ACC60909	gb|EU598127:1-759
EU598128	ACC60910	(gb|EU598128:1-26, 715-982)	ACC60911	gb|EU598128:1-759
EU598129	ACC60912	(gb|EU598129:1-26, 715-982)	ACC60913	gb|EU598129:1-759
EU598130	ACC60914	(gb|EU598130:1-26, 715-982)	ACC60915	gb|EU598130:1-759
EU598131	ACC60916	(gb|EU598131:1-26, 715-982)	ACC60917	gb|EU598131:1-759
EU598132	ACC60918	(gb|EU598132:1-26, 715-982)	ACC60919	gb|EU598132:1-759
EU598133	ACC60920	(gb|EU598133:1-26, 715-982)	ACC60921	gb|EU598133:1-759
EU598134	ACC60922	(gb|EU598134:1-26, 715-982)	ACC60923	gb|EU598134:1-759
EU598135	ACC60924	(gb|EU598135:1-26, 715-982)	ACC60925	gb|EU598135:1-759
EU598136	ACC60926	(gb|EU598136:1-26, 715-982)	ACC60927	gb|EU598136:1-759
EU598137	ACC60928	(gb|EU598137:1-26, 715-982)	ACC60929	gb|EU598137:1-759
EU598138	ACC60930	(gb|EU598138:1-26, 715-982)	ACC60931	gb|EU598138:1-759
EU598139	ACC60932	(gb|EU598139:1-26, 715-982)	ACC60933	gb|EU598139:1-759
EU598140	ACC60934	(gb|EU598140:1-26, 715-982)	ACC60935	gb|EU598140:1-759
EU598141	ACC60936	(gb|EU598141:1-26, 715-982)	ACC60937	gb|EU598141:1-759
EU598142	ACC60938	(gb|EU598142:1-26, 715-982)	ACC60939	gb|EU598142:1-759
EU598143	ACC60940	(gb|EU598143:1-26, 715-982)	ACC60941	gb|EU598143:1-759
EU598144	ACC60942	(gb|EU598144:1-26, 715-982)	ACC60943	gb|EU598144:1-759
EU598145	ACC60944	(gb|EU598145:1-26, 715-982)	ACC60945	gb|EU598145:1-759
EU598146	ACC60946	(gb|EU598146:1-26, 715-982)	ACC60947	gb|EU598146:1-759
EU598147	ACC60948	(gb|EU598147:1-26, 715-982)	ACC60949	gb|EU598147:1-759
EU599273	ACF08019	gb|EU599273:<1-759	ACF08020	(gb|EU599273:<1-26, 715->861)
EU599274
EU599275	ACF08021	gb|EU599275:<1-633	ACF08022	gb|EU599275:<443->731
EU599276	ACF08023	gb|EU599276:<1->793
EU599277	ACF08024	gb|EU599277:<1-697	ACF08025	gb|EU599277:<653->888
EU599278	ACF08026	gb|EU599278:<1->784
EU599279	ACF08027	gb|EU599279:<1->1046
EU599280	ACF08028	gb|EU599280:<1-730	ACF08029	gb|EU599280:<686->921
EU599281	ACF08030	gb|EU599281:<1-659	ACF08031	gb|EU599281:<469->782
EU599282	ACF08032	gb|EU599282:<1->829
EU599283	ACF08033	gb|EU599283:<1->962
EU599284	ACF08034	gb|EU599284:<1-617	ACF08035	gb|EU599284:<427->712
EU599285	ACF08036	gb|EU599285:<1-730	ACF08037	gb|EU599285:<686->922
EU599286	ACF08038	gb|EU599286:8-685	ACF08039	(gb|EU599286:8-37, 495-830)
EU599287	ACF08040	gb|EU599287:<1-584
EU599288	ACF08041	gb|EU599288:<1-753	ACF08042	(gb|EU599288:<1-20, 709->877)
EU599289	ACF08043	gb|EU599289:<1->612
EU599290	ACF08044	gb|EU599290:27-704	ACF08045	(gb|EU599290:27-56, 514-849)
EU599291	ACF08046	gb|EU599291:<1-733	ACF08047	gb|EU599291:<689->837
EU599292	ACF08048	gb|EU599292:<1-633	ACF08049	gb|EU599292:<443->731
EU599293	ACF08050	gb|EU599293:<1->148
EU599294	ACF08051	gb|EU599294:<1->230
EU599295	ACF08052	gb|EU599295:<1-756	ACF08053	(gb|EU599295:<1-15, 713->802)
EU599296	ACF08054	gb|EU599296:<1->1007
EU599297	ACF08055	gb|EU599297:<1-648
EU599298
EU599299	ACF08056	gb|EU599299:<1-715	ACF08057	gb|EU599299:<671->912
EU599300	ACF08058	gb|EU599300:3-680	ACF08059	(gb|EU599300:3-32, 490-825)
EU599301	ACF08060	gb|EU599301:10-768	ACF08061	(gb|EU599301:10-27, 725->945)
EU599302	ACF08062	gb|EU599302:<1-625	ACF08063	gb|EU599302:<435->728
EU599303	ACF08064	gb|EU599303:14->1601
EU599304	ACF08065	gb|EU599304:<1-753	ACF08066	(gb|EU599304:<1-20, 709->890)
EU599305	ACF08067	gb|EU599305:<1-648	ACF08068	gb|EU599305:<458->746
EU599306	ACF08069	gb|EU599306:<1->449
EU599307	ACF08070	gb|EU599307:<1-648	ACF08071	gb|EU599307:<458->746
EU599308
EU599309	ACF08072	gb|EU599309:<1-730	ACF08073	gb|EU599309:<686->921
EU599310	ACF08074	gb|EU599310:<1->629
EU599311	ACF08075	gb|EU599311:<1-605
EU599312	ACF08076	gb|EU599312:<1->748
EU599313	ACF08077	gb|EU599313:<1-754	ACF08078	(gb|EU599313:<1-21, 710->962)
EU599314	ACF08079	gb|EU599314:<1->945
EU599315	ACF08080	gb|EU599315:4-696	ACF08081	(gb|EU599315:4-33, 506->834)
EU604298	ACF09402	gb|EU604298:1-1701
EU604299	ACF09403	gb|EU604299:1-1410
EU604300	ACF09404	gb|EU604300:1-2280
EU604301	ACF09405	gb|EU604301:1-2274
EU604302	ACF09406	gb|EU604302:1-2151
EU604303	ACF09407	gb|EU604303:1-1497
EU604304	ACF09408	gb|EU604304:1-759	ACF09409	(gb|EU604304:1-26, 715->759)
EU604305	ACF09410	gb|EU604305:1-693	ACF09411	(gb|EU604305:1-30, 503->693)
EU604689	ACH69547	gb|EU604689:34-1734
EU604690	ACH69548	gb|EU604690:21-1430
EU604691	ACH69549	gb|EU604691:28-2307
EU604692	ACH69550	gb|EU604692:25-2298	ACH69551	gb|EU604692:119-391
EU604693	ACH69552	gb|EU604693:19-2169
EU604694	ACH69553	gb|EU604694:14-1528
EU604695	ACH69554	gb|EU604695:23-781	ACH69555	(gb|EU604695:23-48, 737-1004)
EU604696	ACH69556	gb|EU604696:18-677	ACH69557	(gb|EU604696:18-47, 520-855)
EU616825	ACD12221	gb|EU616825:1->1667
EU616826	ACD12220	gb|EU616826:1-1350
EU616827	ACD12219	gb|EU616827:1->1667
EU616828	ACD12218	gb|EU616828:1->1343
EU616829	ACD12217	gb|EU616829:1->1676
EU616830	ACD12216	gb|EU616830:1->1333
EU616831	ACD12215	gb|EU616831:<1->1693
EU616832	ACD12214	gb|EU616832:1-1350
EU616833	ACD12213	gb|EU616833:1->1673
EU616834	ACD12212	gb|EU616834:<1->1339
EU616835	ACD12228	gb|EU616835:1->1719
EU616836	ACD12227	gb|EU616836:1-1311
EU616837	ACD12229	(gb|EU616837:1-26, 715->976)	ACD12230	gb|EU616837:1-759
EU616838	ACD12224	gb|EU616838:1-678	ACD12225	(gb|EU616838:1-30, 488->810)
EU616839	ACD12231	gb|EU616839:1->1456
EU616840	ACD12232	gb|EU616840:1->2105
EU616841	ACD12222	gb|EU616841:<1->2265	ACD12223	gb|EU616841:88-360
EU616842	ACD12226	gb|EU616842:<1->2217
EU616843	ACD12296	gb|EU616843:1->1667
EU616844	ACD12295	gb|EU616844:1->1348
EU616845	ACD12286	gb|EU616845:<1-757	ACD12287	(gb|EU616845:<1-24, 713->959)
EU616846	ACD12290	gb|EU616846:1-678	ACD12291	(gb|EU616846:1-30, 488->813)
EU616847	ACD12293	gb|EU616847:33->1516
EU616848	ACD12292	gb|EU616848:1->2167
EU616849	ACD12288	gb|EU616849:<1->2228	ACD12289	gb|EU616849:88-360
EU616850	ACD12294	gb|EU616850:1->2266
EU616851	ACD12284	gb|EU616851:1->1715
EU616852	ACD12283	gb|EU616852:1->1340
EU616853	ACD12276	gb|EU616853:1-759	ACD12277	(gb|EU616853:1-26, 715->975)
EU616854	ACD12278	gb|EU616854:<1-654	ACD12279	gb|EU616854:<464-799
EU616855	ACD12281	gb|EU616855:1->1490
EU616856	ACD12280	gb|EU616856:<1->2110
EU616857	ACD12285	gb|EU616857:<1->2195
EU616858	ACD12282	gb|EU616858:<1->2219
EU616859	ACD12274	gb|EU616859:1->1710
EU616860	ACD12273	gb|EU616860:1->1322
EU616861	ACD12266	gb|EU616861:1-759	ACD12267	(gb|EU616861:1-26, 715->972)
EU616862	ACD12268	gb|EU616862:1-678	ACD12269	(gb|EU616862:1-30, 488-823)
EU616863	ACD12271	gb|EU616863:25->1520
EU616864	ACD12270	gb|EU616864:9->2156
EU616865	ACD12275	gb|EU616865:<1->2194
EU616866	ACD12272	gb|EU616866:3->2220
EU616867	ACD12265	gb|EU616867:1->1714
EU616868	ACD12264	gb|EU616868:1->1320
EU616869	ACD12255	gb|EU616869:1-759	ACD12256	(gb|EU616869:1-26, 715->975)
EU616870	ACD12259	gb|EU616870:1-678	ACD12260	(gb|EU616870:1-30, 488->810)
EU616871	ACD12262	gb|EU616871:<1->1397
EU616872	ACD12261	gb|EU616872:1->2147
EU616873	ACD12257	gb|EU616873:<1->2184	ACD12258	gb|EU616873:49-321
EU616874	ACD12263	gb|EU616874:<1-2277
EU616875	ACD12254	gb|EU616875:<1->1696
EU616876	ACD12253	gb|EU616876:1->1323
EU616877	ACD12244	gb|EU616877:1-759	ACD12245	(gb|EU616877:1-26, 715->975)
EU616878	ACD12248	gb|EU616878:1-678	ACD12249	(gb|EU616878:1-30, 488-823)
EU616879	ACD12251	gb|EU616879:6->1499
EU616880	ACD12250	gb|EU616880:27->2161
EU616881	ACD12246	gb|EU616881:<1->2186	ACD12247	gb|EU616881:59-331
EU616882	ACD12252	gb|EU616882:<1-2276
EU616883	ACD12243	gb|EU616883:<1->1707
EU616884	ACD12242	gb|EU616884:1->1320
EU616885	ACD12233	gb|EU616885:1-759	ACD12234	(gb|EU616885:1-26, 715->975)
EU616886	ACD12237	gb|EU616886:1-678	ACD12238	(gb|EU616886:1-30, 488-823)
EU616887	ACD12240	gb|EU616887:1->1461
EU616888	ACD12239	gb|EU616888:3->2142
EU616889	ACD12235	gb|EU616889:<1->2183	ACD12236	gb|EU616889:49-321
EU616890	ACD12241	gb|EU616890:<1->2265
EU620652	ACF17959	gb|EU620652:29->1744
EU620653	ACF17960	gb|EU620653:17->1365
EU620654	ACF17961	gb|EU620654:18-695	ACF17962	(gb|EU620654:18-47, 505->826)
EU620655	ACF17963	gb|EU620655:1-2274
EU620656	ACF17964	gb|EU620656:27-785	ACF17965	(gb|EU620656:27-52, 741->986)
EU620657	ACF17966	gb|EU620657:47->1533
EU620658	ACF17967	gb|EU620658:27-2177
EU620659	ACF17968	gb|EU620659:<1->2243
EU620660	ACF17969	gb|EU620660:31->1734
EU620661	ACF17970	gb|EU620661:22-1371
EU620662	ACF17971	gb|EU620662:<1-671	ACF17972	(gb|EU620662:<1-23, 481-816)
EU620663	ACF17973	gb|EU620663:2-2275
EU620664	ACF17974	gb|EU620664:26-784	ACF17975	(gb|EU620664:26-51, 740-1007)
EU620665	ACF17976	gb|EU620665:40->1513
EU620666	ACF17977	gb|EU620666:28-2178
EU620667	ACF17978	gb|EU620667:<1->2242
EU620723	ACH69613	gb|EU620723:1-1701
EU620724	ACH69614	gb|EU620724:1-1410
EU620725	ACH69615	gb|EU620725:1-2280
EU620726	ACH69616	gb|EU620726:1->1153	ACH69617	gb|EU620726:95-367
EU620727	ACH69618	gb|EU620727:1-2151
EU620728	ACH69619	gb|EU620728:1-1497
EU620729	ACH69620	gb|EU620729:1-759	ACH69621	(gb|EU620729:1-26, 715->759)
EU620730	ACH69622	gb|EU620730:1-693	ACH69623	(gb|EU620730:1-30, 503->693)
EU620731	ACH69602	gb|EU620731:1-1701
EU620732	ACH69603	gb|EU620732:1-1410
EU620733	ACH69604	gb|EU620733:1-2280
EU620734	ACH69605	gb|EU620734:1->1154	ACH69606	gb|EU620734:95-367
EU620735	ACH69607	gb|EU620735:1-2151
EU620736	ACH69608	gb|EU620736:1-1497
EU620737	ACH69609	gb|EU620737:1-759	ACH69610	(gb|EU620737:1-26, 715->759)
EU620738	ACH69611	gb|EU620738:1-693	ACH69612	(gb|EU620738:1-30, 503->693)
EU620739	ACH69591	gb|EU620739:1-1701
EU620740	ACH69592	gb|EU620740:1-1410
EU620741	ACH69593	gb|EU620741:1-2280
EU620742	ACH69594	gb|EU620742:1->1154	ACH69595	gb|EU620742:95-367
EU620743	ACH69596	gb|EU620743:1-2151
EU620744	ACH69597	gb|EU620744:1-1497
EU620745	ACH69598	gb|EU620745:26-784	ACH69599	(gb|EU620745:26-51, 740-1007)
